,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
1486,Urban Park Rangers,Public,08/20/2020 11:45:00 AM,Manhattan,Park,Bennett Park,Turtles on Top of Manhattan,Community Based Event,Nature,Summer 2020,General Public,32,AM,2020-08-20 11:45:00,-73.93800279999999,40.8528053
1487,Recreation,Elijah Rodgers,08/20/2020 12:00:00 PM,Brooklyn,Playground,Century Playground,Youth Summer Pop Up Recreation,Local Event,Mobile Unit,Summer 2020,Teens;#Children,0,PM,2020-08-21 00:00:00,-73.970045,40.57703619999999
1488,Recreation,,08/20/2020 12:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-08-21 00:00:00,-74.07425649999999,40.6145077
1489,Recreation,Ocean Breeze Recreation Staff,08/20/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,Sport,Summer 2020,General Public,0,PM,2020-08-21 00:00:00,,
1490,Urban Park Rangers,general public,08/20/2020 12:15:00 PM,Manhattan,Park,Central Park,When do the butterflies leave?,Community Based Event,Nature,Summer 2020,General Public,3,PM,2020-08-21 00:15:00,-73.9665138,40.7812199
1491,Recreation,Jonathan Adone,08/20/2020 01:30:00 PM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Young Adult;#Adults,5,PM,2020-08-20 13:30:00,,
1492,Recreation,,08/20/2020 02:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Family Festival,Summer 2020,Tot;#Children;#Teens,0,PM,2020-08-20 14:00:00,-74.07425649999999,40.6145077
1493,Urban Park Rangers,General Public,08/20/2020 02:00:00 PM,Queens,Park,Kissena Corridor Park,Animals in Trees,Community Based Event,Nature,Summer 2020,General Public,15,PM,2020-08-20 14:00:00,-73.8205452,40.7472926
1494,Urban Park Rangers,General Public,08/20/2020 02:00:00 PM,Brooklyn,Park,Betsy Head Park,Chalk Chalk,Community Based Event,Nature,Summer 2020,Children;#General Public,8,PM,2020-08-20 14:00:00,-73.91341080000001,40.6624365
1495,Urban Park Rangers,General Public,08/20/2020 02:00:00 PM,Brooklyn,Park,Betsy Head Park,Chalk Art,Community Based Event,Nature,Summer 2020,Children;#General Public,8,PM,2020-08-20 14:00:00,-73.91341080000001,40.6624365
1496,Recreation,Ocean Breeze Recreation Staff,08/20/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-08-20 14:00:00,,
1497,Recreation,,08/20/2020 03:00:00 PM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,Tot;#Children;#Teens,0,PM,2020-08-20 15:00:00,-74.07425649999999,40.6145077
1498,Urban Park Rangers,General Public,08/20/2020 03:00:00 PM,Staten Island,Park,Clove Lakes Park,It's Fursday!,Community Based Event,Nature,Summer 2020,General Public,13,PM,2020-08-20 15:00:00,-74.11163979999999,40.6186608
1499,Recreation,Carl Antoine,08/20/2020 03:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Sports drills,Community Based Event,Sport,Summer 2020,Children,4,PM,2020-08-20 15:30:00,-73.8763876,40.8776269
1500,Recreation,,08/20/2020 04:00:00 PM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Tot;#Teens;#Children,0,PM,2020-08-20 16:00:00,-74.07425649999999,40.6145077
1501,Recreation,,08/20/2020 05:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Tot;#Children;#Teens,0,PM,2020-08-20 17:00:00,-74.07425649999999,40.6145077
1502,Recreation,,08/20/2020 05:00:00 PM,Queens,Park,Beach 17th Street,Art Workshop,Community Based Event,Arts/Culture,Summer 2020,Tot;#General Public;#Children,7,PM,2020-08-20 17:00:00,-73.7512371,40.5962916
1503,Urban Park Rangers,General Public,08/21/2020 03:20:00 AM,Bronx,Park,Crotona Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,Children,18,AM,2020-08-21 03:20:00,-73.8951228,40.8384993
1504,Urban Park Rangers,General Public,08/21/2020 04:15:00 AM,Bronx,Playground,Tremont Park,Nature Chalk Mural,Agency Produced Event,Nature,Summer 2020,Children,20,AM,2020-08-21 04:15:00,,
1505,Recreation,,08/21/2020 07:30:00 AM,Bronx,Recreation Center,St. James Recreation Center,HIIT Circuit training,Open House,Fitness,Summer 2020,Young Adult;#Adults;#Seniors,6,AM,2020-08-21 07:30:00,-73.8988889,40.8644444
1506,Recreation,Carol Landes,08/21/2020 08:00:00 AM,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,Seniors,17,AM,2020-08-21 08:00:00,-74.16306469999999,40.620056
1507,Recreation,,08/21/2020 08:30:00 AM,Manhattan,Park,James J Walker Park,Boot Camp,Local Event,Fitness,Summer 2020,Adults;#Young Adult,4,AM,2020-08-21 08:30:00,-74.0063953,40.7298199
1508,Recreation,Ocean Breeze Recreation Staff,08/21/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Fit to the Core,Open House,Fitness,Summer 2020,General Public,8,AM,2020-08-21 08:30:00,,
1509,Recreation,Ocean Breeze Recreation Staff,08/21/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,12,AM,2020-08-21 08:30:00,,
1510,Recreation,Matthew O'Neill,08/21/2020 09:00:00 AM,Brooklyn,Park,Sunset Park,Flex and Stretch,Agency Produced Event,Fitness,Summer 2020,Adults;#Seniors,2,AM,2020-08-21 09:00:00,-74.00933479999999,40.65272
1511,Recreation,Mauricio Cortez,08/21/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Open House,Sport,Summer 2020,Tot;#Children;#Young Adult,16,AM,2020-08-21 09:00:00,-73.9238611,40.70312819999999
1512,Recreation,Ocean Breeze Recreation Staff,08/21/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,Summer 2020,General Public,7,AM,2020-08-21 09:45:00,,
1513,Recreation,NYC Parks & Recreation Staff Sasha,08/21/2020 10:00:00 AM,Bronx,Park,Soundview Park,Photography and Art in Nature,Agency Produced Event,Arts/Culture,Summer 2020,Tot;#Children,2,AM,2020-08-21 10:00:00,-73.8750973,40.8171726
1514,Recreation,Jonathan,08/21/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Fitness,,Seniors,25,AM,2020-08-21 10:00:00,-74.0229794,40.6372953
1515,Urban Park Rangers,General Public,08/21/2020 10:30:00 AM,Manhattan,Park,Hudson Park,"Where are you bringing that gull, Australia?",Community Based Event,Nature,Summer 2020,Children;#General Public,9,AM,2020-08-21 10:30:00,,
1516,Recreation,Raoufa Ali,08/21/2020 10:30:00 AM,Manhattan,Park,Hamilton Fish Park,KIM Outdoor Programming,Community Based Event,KIM,Summer 2020,Tot;#Children;#Teens,6,AM,2020-08-21 10:30:00,-73.980795,40.7196552
1517,Recreation,Zuleika Diaz,08/21/2020 10:30:00 AM,Manhattan,Playground,Anne Loftus Playground,KIM Outdoor Programming,Community Based Event,KIM,Summer 2020,Children;#Tot;#Teens,5,AM,2020-08-21 10:30:00,-73.92849609999999,40.8652763
1518,Recreation,,08/21/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Children;#Teens,2,AM,2020-08-21 11:00:00,-74.07425649999999,40.6145077
1519,Recreation,,08/21/2020 11:00:00 AM,Queens,Playground,Corona Golf Playground,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,20,AM,2020-08-21 11:00:00,-73.8549547,40.7474938
1520,Recreation,,08/21/2020 11:00:00 AM,Queens,Park,Park Of The Americas,Kids in Motion Pop-Up,Community Based Event,KIM,Summer 2020,Tot;#General Public;#Children,255,AM,2020-08-21 11:00:00,,
1521,Recreation,,08/21/2020 11:00:00 AM,Queens,Park,Rochdale Park,Kids In Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,2,AM,2020-08-21 11:00:00,,
1522,Recreation,,08/21/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Summer Sports Experience,Community Based Event,Sport,Summer 2020,Tot;#Children;#General Public,11,AM,2020-08-21 11:00:00,-73.7512371,40.5962916
1523,Recreation,,08/21/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,11,AM,2020-08-21 11:00:00,-73.7512371,40.5962916
1524,Urban Park Rangers,General Public,08/21/2020 12:00:00 PM,Queens,Other,Rockaway Beach and Boardwalk,Ocean Wildlife,Community Based Event,Nature,Summer 2020,General Public,7,PM,2020-08-22 00:00:00,-73.788654,40.5888732
1525,Recreation,Mauricio Cortez,08/21/2020 12:00:00 PM,Brooklyn,Playground,Jesse Owens Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,14,PM,2020-08-22 00:00:00,-73.9323957,40.6913814
1526,Recreation,,08/21/2020 12:00:00 PM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,Children;#Tot,1,PM,2020-08-22 00:00:00,-74.07425649999999,40.6145077
1527,Recreation,Ocean Breeze Recreation Staff,08/21/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,Sport,Summer 2020,General Public,0,PM,2020-08-22 00:00:00,,
1528,Recreation,Jonathan Adone,08/21/2020 01:00:00 PM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Teens,5,PM,2020-08-21 13:00:00,,
1529,Urban Park Rangers,General Public,08/21/2020 02:00:00 PM,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,Children,22,PM,2020-08-21 14:00:00,-73.9120243,40.8117387
1530,Recreation,,08/21/2020 02:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,4,PM,2020-08-21 14:00:00,-74.07425649999999,40.6145077
1531,Urban Park Rangers,General Public,08/21/2020 02:10:00 PM,Brooklyn,Park,Bush Terminal Park,Cloud Shapes and Animals,Community Based Event,Nature,Summer 2020,Children;#General Public,4,PM,2020-08-21 14:10:00,-74.02010229999999,40.6534111
1532,Recreation,,08/21/2020 03:00:00 PM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Arts/Culture,Summer 2020,Children;#Tot;#Teens,4,PM,2020-08-21 15:00:00,-74.07425649999999,40.6145077
1533,Urban Park Rangers,General Public,08/21/2020 04:00:00 PM,Queens,Playground,Joseph Austin Playground,Tree Friends,Community Based Event,Nature,Summer 2020,General Public,11,PM,2020-08-21 16:00:00,-73.80110169999999,40.715846
1534,Recreation,,08/21/2020 04:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Tot;#Teens;#Children,5,PM,2020-08-21 16:00:00,-74.07425649999999,40.6145077
1535,Recreation,,08/21/2020 05:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Tot;#Children;#Teens,4,PM,2020-08-21 17:00:00,-74.07425649999999,40.6145077
1536,Recreation,Shape up,08/21/2020 06:00:00 PM,Queens,Park,Flushing Meadows Corona Park,Shape Up NYC: Dance Fitness,Community Based Event,Fitness,Summer 2020,Adults,2,PM,2020-08-21 18:00:00,-73.8406953,40.7400275
1537,Recreation,ACF,08/21/2020 06:30:00 PM,Bronx,Park,Soundview Park,ACF Nature Art,Agency Produced Event,Arts/Culture,Summer 2020,Adults,7,PM,2020-08-21 18:30:00,-73.8750973,40.8171726
1538,Recreation,,08/22/2020 08:30:00 AM,Manhattan,Park,James J Walker Park,Boot Camp,Local Event,Fitness,Summer 2020,Adults;#Young Adult,7,AM,2020-08-22 08:30:00,-74.0063953,40.7298199
1539,Recreation,Ocean Breeze Recreation Staff,08/22/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,7,AM,2020-08-22 08:30:00,,
1540,Recreation,,08/22/2020 09:00:00 AM,Manhattan,Park,Thomas Jefferson Park,Thomas Jefferson Track & Field Day,Agency Produced Event,Sport,Tier 2,Children;#Teens;#Seniors;#General Public,100,AM,2020-08-22 09:00:00,-73.9352341,40.7933578
1541,Recreation,Shape Up NYC,08/22/2020 09:00:00 AM,Brooklyn,Park,Marine Park,Shape Up NYC: Zumba,Community Based Event,Fitness,Summer 2020,Adults,6,AM,2020-08-22 09:00:00,-73.93318649999999,40.6113817
1542,Recreation,Shape Up NYC,08/22/2020 09:00:00 AM,Bronx,Playground,Fort Independence Playground,Shape Up NYC: Cardio Fit,Community Based Event,Fitness,Summer 2020,Adults,14,AM,2020-08-22 09:00:00,-73.8958869,40.8815687
1543,Recreation,Shape Up NYC,08/22/2020 09:00:00 AM,Bronx,Playground,Fort Independence Playground,Shape Up NYC: Cardio Fit,Community Based Event,Fitness,Summer 2020,Adults,14,AM,2020-08-22 09:00:00,-73.8958869,40.8815687
1544,Urban Park Rangers,General Public,08/22/2020 09:15:00 AM,Staten Island,Park,Willowbrook Park,No bread for ducks,Community Based Event,Nature,Summer 2020,General Public,2,AM,2020-08-22 09:15:00,-74.1583113,40.6008954
1545,Urban Park Rangers,General Public,08/22/2020 11:00:00 AM,Queens,Park,Baisley Pond Park,Baisley Pond Pals & Glaciers,Community Based Event,Nature,Summer 2020,General Public,6,AM,2020-08-22 11:00:00,-73.786025,40.6737751
1546,Recreation,,08/22/2020 11:00:00 AM,Queens,Park,Bayswater Park,Summer Sports Experience,Community Based Event,Sport,Summer 2020,Tot;#Children;#General Public,9,AM,2020-08-22 11:00:00,-73.7691138,40.599056
1547,Urban Park Rangers,General Public,08/22/2020 12:00:00 PM,Manhattan,Other,Colonel Charles Young Triangle,Can I have five minutes of your time?: An insect census.,Community Based Event,Nature,Summer 2020,General Public,40,PM,2020-08-23 00:00:00,,
1548,Urban Park Rangers,General Public,08/22/2020 01:30:00 PM,Queens,Playground,Dutch Kills Playground,Nature and Wildlife,Community Based Event,Nature,Summer 2020,General Public,16,PM,2020-08-22 13:30:00,-73.939115,40.7575331
1549,Urban Park Rangers,General Public,08/22/2020 02:00:00 PM,Brooklyn,Park,Calvert Vaux Park,Peek at the Creek,Community Based Event,Nature,Summer 2020,Children;#General Public,0,PM,2020-08-22 14:00:00,-73.9952563,40.5843671
1550,Urban Park Rangers,General Public,08/22/2020 03:00:00 PM,Staten Island,Park,Silver Lake Park,Stickbug Saturday,Community Based Event,Nature,Summer 2020,General Public,7,PM,2020-08-22 15:00:00,-74.0916944,40.6245495
1551,Recreation,Ocean Breeze Recreation Staff,08/23/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,1,AM,2020-08-23 08:30:00,,
1552,Urban Park Rangers,General Public,08/23/2020 09:40:00 AM,Brooklyn,Park,Paerdegat Park,Good Morning From a Distance,Community Based Event,Nature,Summer 2020,General Public,14,AM,2020-08-23 09:40:00,-73.938164,40.6379063
1553,Urban Park Rangers,General Public,08/23/2020 11:00:00 AM,Staten Island,Park,Westerleigh Park,Leap into Sunday,Community Based Event,Nature,Summer 2020,General Public,15,AM,2020-08-23 11:00:00,-74.1344668,40.6197065
1554,Urban Park Rangers,General Public,08/23/2020 11:00:00 AM,Bronx,Park,Barretto Point Park,Turtle Time!,Community Based Event,Nature,Summer 2020,General Public;#Tot;#Children,15,AM,2020-08-23 11:00:00,-73.8882407,40.8055893
1555,Recreation,General Public,08/23/2020 11:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Teens,4,AM,2020-08-23 11:00:00,-73.9120243,40.8117387
1556,Recreation,Shape Up NYC,08/23/2020 11:00:00 AM,Manhattan,Park,Marcus Garvey Park,Shape Up NYC: Revved and Ready,Community Based Event,Fitness,Summer 2020,Adults,14,AM,2020-08-23 11:00:00,-73.9437629,40.8044257
1557,Urban Park Rangers,General Public,08/23/2020 11:50:00 AM,Manhattan,Park,St. Nicholas Park,What do Rangers Do?,Local Event,Nature,Summer 2020,General Public,8,AM,2020-08-23 11:50:00,-73.94874759999999,40.8174689
1558,Urban Park Rangers,General Public,08/23/2020 12:19:00 PM,Queens,Park,Beach 17th Street,Wildlife of NYC,Community Based Event,Nature,Summer 2020,General Public,15,PM,2020-08-24 00:19:00,-73.7512371,40.5962916
1559,Urban Park Rangers,General Public,08/23/2020 01:26:00 PM,Queens,Park,Mauro Park,WILDLIFE of NYC!,Community Based Event,Nature,Summer 2020,General Public,24,PM,2020-08-23 13:26:00,,
1560,Urban Park Rangers,General Public,08/23/2020 02:00:00 PM,Staten Island,Park,Clove Lakes Park,Leap into Sunday!,Community Based Event,Nature,Summer 2020,General Public,13,PM,2020-08-23 14:00:00,-74.11163979999999,40.6186608
1561,Recreation,,08/23/2020 02:30:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,step it up,Community Based Event,Fitness,Summer 2020,Children,3,PM,2020-08-23 14:30:00,-73.91410669999999,40.8114492
1562,Urban Park Rangers,General Public,08/23/2020 03:00:00 PM,Manhattan,Park,Morningside Park,Morningside Park Cleanup,Community Based Event,Nature,Summer 2020,General Public,17,PM,2020-08-23 15:00:00,-73.9585391,40.8060712
1563,Urban Park Rangers,General Public,08/23/2020 03:10:00 PM,Bronx,Playground,Fort Independence Playground,Turtle Time!,Community Based Event,Nature,Summer 2020,Children;#Tot;#General Public,11,PM,2020-08-23 15:10:00,-73.8958869,40.8815687
1564,Urban Park Rangers,General Public,08/24/2020 12:15:00 AM,Staten Island,Playground,McDonald Playground,Plant and grow!,Community Based Event,Nature,Summer 2020,General Public,10,AM,2020-08-24 12:15:00,-73.9720469,40.6005842
1565,Recreation,Jonathan,08/24/2020 01:00:00 AM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Young Adult;#Adults,7,AM,2020-08-24 01:00:00,,
1566,Recreation,Carol Landes,08/24/2020 08:00:00 AM,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,Seniors,20,AM,2020-08-24 08:00:00,-74.16306469999999,40.620056
1567,Recreation,Ocean Breeze Recreation Staff,08/24/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,18,AM,2020-08-24 08:30:00,,
1568,Recreation,Ocean Breeze Recreation Staff,08/24/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,Summer 2020,General Public,12,AM,2020-08-24 08:30:00,,
1569,Recreation,Mauricio Cortez,08/24/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,10,AM,2020-08-24 09:00:00,-73.9238611,40.70312819999999
1570,Recreation,,08/24/2020 09:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Children,4,AM,2020-08-24 09:00:00,-73.9120243,40.8117387
1571,Recreation,Ocean Breeze Recreation Staff,08/24/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,Summer 2020,General Public,13,AM,2020-08-24 09:45:00,,
1572,Recreation,"Sarah Bishow-Semevolos,Tatiyana Lewis",08/24/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Chair Arobics,Community Based Event,Fitness,Summer 2020,Young Adult;#Adults;#Adaptive;#Seniors;#General Public,23,AM,2020-08-24 10:00:00,-73.8763876,40.8776269
1573,Recreation,Tasha Valentino,08/24/2020 10:00:00 AM,Bronx,Park,Seton Park,Mindful Play,Agency Produced Event,Fitness,Summer 2020,Tot;#Children,0,AM,2020-08-24 10:00:00,-73.9165092,40.885941
1574,Recreation,Andrea Williams,08/24/2020 10:00:00 AM,Brooklyn,Playground,Hilltop Playground,Mobile Recreation,Community Based Event,Sport,Summer 2020,Tot;#Children,6,AM,2020-08-24 10:00:00,-73.91427929999999,40.675355
1575,Recreation,Jonathan Adone,08/24/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Fitness,Summer 2020,Seniors,25,AM,2020-08-24 10:00:00,-74.0229794,40.6372953
1576,Recreation,Tasha Valentino,08/24/2020 11:00:00 AM,Bronx,Park,Soundview Park,Qigong,Agency Produced Event,Fitness,,Adults,0,AM,2020-08-24 11:00:00,-73.8750973,40.8171726
1577,Urban Park Rangers,General Public,08/24/2020 11:00:00 AM,Bronx,Playground,Tremont Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,General Public;#Children,0,AM,2020-08-24 11:00:00,,
1578,Recreation,,08/24/2020 11:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,toddler adventures,Community Based Event,Arts/Culture,Summer 2020,Tot,0,AM,2020-08-24 11:00:00,-73.91410669999999,40.8114492
1579,Recreation,,08/24/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens;#Tot,5,AM,2020-08-24 11:00:00,-74.07425649999999,40.6145077
